3516,14.98
12234,70.92
8668,81.46
219756,1149.11
12895,46
222011,642.89
8377,51
19933,64.3
5839,5
50448,75.18
56767,258
51932,315
6413,18
6244,15.9
3704,12
918837,1616.41
15941,28.8
52380,167.2
1617,5.25
5499,21
5297,17.45
10096,13.62
33622,170.5
18951,57
6698,21.4
62932,192.5
5851,12.5
5517,27
59050,195
39000,96
51757,135.36
14222,29.7
28508,48.25
12697,100
2164164,3882
32164,95
15698,40.8
2197,25.4
192637,717.56
3415,26.46
1922,16.8
52663,155.06
1890,7.95
12133,69.69
147141,637.3
27173,191.17
10042,60.12
32886,355.69
5441,25.96
12304,49.07
4530,16.01
20392,107.6
23418,118.51
150264,670.1
16814,65.09
12314,125.69
11328,101.78
69662,2212
4685,59.12
9913,89.18
2940,17.52
53915,478.05
13198,89.8
26423,102.93
6942,80.81
9682,46.45
24762,96.63
284212,1218.24
19659,67.73
35760,51.25
4849,55.32
23729,96.94
25324,241.7
9262,44.5
29960,256.85
14965,68.24
26626,125
72545,221
21754,305.96
4607,53.78
6142,41.52
21718,75.18
16216,81.92
25962,63.54
15265,173.94
7945,55.23
25128,90
3632,16.43
58088,425.24
30024,125
80792,222.52
3961,18.52
37579,189.1
41550,373.26
106625,301.77
16076,80.25
556413,2380.52
7265,29.67
24548,74.37
5657,12.59
10041,93.53
67579,674.78
8177,28.18
12549,52.74
12289,40.11
13772,37.88
3627,36.4
21449,116.46
11141,177
15291,32.36
146767,596.56
22097,203.72
41654,153.62
38103,168.64
6577,26.1
72364,408.4
26142,85.49
58362,243.08
213411,441.7
16056,31.27
9516,23.78
9095,44.2
5270,25.05
20398,80
50790,175.17
20786,64.39
13524,52.67
19751,162.03
76795,193.68
12758,149.87
8211,36.36
16359,47.61
14243,85.33
19560,73.1
6844,28.9
21585,74.81
5332,25.69
66887,375.59
41625,122.1
21266,134.77
142105,496.65
19178,93.78
5753,38.92
213757,526
1844,33.57
6309,19.82
2650,19.29
2338,6.31
198092,591.71
8910,28.09
82159,268.63
48000,694.53
11109,74.95
26236,100.05
47123,203.87
17949,60.65
20860,138.66
6092,28.6
15621,172.8
22432,89.76
8889,30
29076,96.99
19825,117.41
4337,45.52
26094,159.93
3466,15.52
6753,29.72
37605,173.9
7698,11.55
7948,28.1
5639,11.07
101629,290.53
1839,37.85
16984,47.21
19706,74
6843,95.53
116499,368.47
3715,44.4
33499,88
28084,296.34
6167,43.72
9000,24
24743,138.02
2852167,4580.11
22469,93.36
9997,45.23
26022,200.14
34973,82
17150,87.91
7321,128.13
50758,126.77
87293,384.56
31220,192.21
9515,35.22
28765,127.19
35758,116.71
72199,216.55
38098,65
8378,43.95
80657,303.63
12696,93.44
121698,438.19
5521,30.52
23233,87
8803,43.27
10946,41.59
13556,25.62
150004,443.68
21689,100.9
4857,7.29
24718,257.74
8879,23.59
11560,70.5
4800,25
17293,74.45
83620,175.96
8812,44.17
40980,457.97
333151,1252.33
20430,107.02
17786,55.47
2585,16.78
4050,34.53
4450,28.77
23278,147.09
34286,168.19
2661,12.81
9157,46.98
32947,98.55
10688,59.18
7362,51.89
20195,54.95
7766,58.45
8123,59.91
30246,238
31201,53
63508,176
10798,57.58
55748,109.3
34607,155.79
7660,22.83
229711,648.19
11666,51.47
9250,49.22
38078,204.23
132286,330.54
4767,20.06
2585,16.95
13728,35.16
2075874,4206.1
6723,63.9
4524,22.61
27032,53.3
1127,10.77
11530,48.55
1317,6.17
37540,167.83
4010,99.87
50230,140
87880,431.32
8813,48.14
7657,56.1
28840,190.45
37306,97
53298,332.06
7814,35.42
6718,44.1
6792,57.37
32655,195.78
27174,42
2958,18.28
5192,47.31
214425,723.34
23600,98
13389,93.68
59831,211.41
69646,277.66
17777,93.5
13103,61.36
10324,35.8
10246,62.89
59000,640
7345,38.63
2989,14.87
30471,302
10080,100.38
4373,41.98
52850,179.39
3184,8.49
3366,27.71
4252,20.11
8614,92.08
9610,42.68
4727,21.78
4892,46.61
17636,75.44
4724,40.55
4644,27.21
44746,190.88
6550,229.18
12617,87.32
36873,163.6
3998,15.81
3485,13.95
17003,107.27
13291,156.87
5428,33.03
210711,825.25
14500,91.03
2198,8.6
25730,107.03
38790,300.07
8175,55.79
3926,19.09
20091,87.84
3024598,9390
13317,64.05
4842,30.1
29975,102
12280,56
3693,15.44
18886,158.95
4604,29
93627,534.87
7091,29.99
30900,296
25100,125.97
8447,34.36
8959,33.55
2066,15.01
210126,679.05
325066,1310.08
22811,94.41
122783,389
22302,127.78
1614,8.4
8677,62.36
12541,71.1
14416,132.27
5008,28.5
29379,73
109734,493.44
12465,80
5757,30
11880,72.37
4104,10.67
12152,63
29982,313.84
6353,42
27780,190
9622,70
16668,124.94
2530,12.48
176688,433.81
7906,36.94
7823,35.74
8950,22
19461,73
13856,65.76
3029,25.19
6710,29.67
9717,39.35
32234,174.22
8464,35.22
19297,91.38
17295,126.88
5483,28.59
7462,28
11853,70.73
11709,56.72
4270,13.1
23342,117.94
6986,29.32
104240,480.21
5864,35.94
456523,1858.14
21361,80.6
14704,17
13515,79.14
57193,275.95
2982,14.27
4375,21.66
481679,1355.15
6465,105.47
20263,89
19784,90.79
210958,220.5
5442,29.01
7489,49.83
385906,2044.43
18983,84.85
576544,3078.07
2030,17.54
3292,29.98
5495,43.02
8095,70.17
21985,148.67
22620,93.72
4860,36.9
8968,54.81
9985,51.7
5425,35.08
12994,59.48
14955,73.73
81200,213
18699,110.78
108823,509
21555,115.88
8804,88.99
55614,294.74
7965,58.29
48643,146.87
10622,59.65
