,Total Population,Served Percentage
17617,31230.0,0.9642010886967659
17642,28669.0,0.8894624856116362
17653,31131.0,0.9379717966014584
17662,53152.0,0.8977460866947622
17670,33463.0,0.6482682365597825
17679,29877.0,0.9399872811861968
17688,45142.0,0.9444862877143236
17696,27132.0,0.9896063688633349
17705,34110.0,0.9751099384344767
17714,26517.0,0.88003922012294
17723,2076.0,0.07225433526011561
17731,26217.0,0.5077239958805355
17742,39813.0,1.0
17751,32346.0,0.9255240215173437
17759,24784.0,0.8480067785668173
17775,26344.0,0.9383920437291223
17784,72967.0,0.9901325256622857
17793,42343.0,0.8578749734312637
17811,40994.0,1.0
17819,28644.0,0.6353512079318531
17827,41799.0,1.0
17836,5143.0,0.349990278047832
17843,35538.0,0.9029489560470483
17852,24479.0,0.3410270027370399
17860,20262.0,0.4437370447142434
17880,16600.0,0.2891566265060241
17921,12500.0,0.296
17944,9000.0,0.5333333333333333
17967,48600.0,0.5936213991769548
17990,5800.0,0.5517241379310345
18013,16600.0,0.463855421686747
18030,19900.0,0.3768844221105528
18072,796000.0,0.8648241206030151
18095,22900.0,0.388646288209607
18141,26200.0,0.2862595419847328
18164,8800.0,0.3977272727272727
18187,9700.0,0.37628865979381443
18210,10450.0,0.4200956937799043
18233,20500.0,0.4692682926829268
18256,29500.0,0.376271186440678
18260,1415550.0,1.0
18272,4690.0,0.9931769722814499
18279,43862.0,0.8679950754639552
18288,22577.0,0.7630331753554502
18297,25805.0,1.0
18308,27349.0,0.2537935573512743
18336,53360.0,0.9444340329835083
18345,42678.0,0.9924082665541966
18352,33390.0,0.9902365977837676
18361,25767.0,0.8930026778437536
18368,24546.0,0.7923897987452131
18377,38211.0,1.0
18382,11464.0,0.14837752965806
18390,32812.0,0.15238327441180055
18399,39407.0,0.9922095059253432
18417,32982.0,0.9681644533381845
18437,50110.0,0.9780482937537418
18454,34284.0,0.8151032551627582
18463,42784.0,1.0
18478,23214.0,1.0
18487,25467.0,0.9592806376879883
18505,25363.0,0.9088041635453219
18538,16900.0,0.29289940828402367
18561,4000.0,0.4875
18584,33700.0,0.3062314540059347
18607,11650.0,0.5047210300429185
18630,28700.0,0.21951219512195122
18653,10850.0,0.4608294930875576
18676,5400.0,0.2962962962962963
18699,14400.0,0.2152777777777778
18722,9400.0,0.3404255319148936
18745,33700.0,0.4807121661721068
18768,8400.0,0.06190476190476191
18791,15200.0,0.5789473684210527
18814,14300.0,0.25874125874125875
18837,15500.0,0.25161290322580643
18860,7500.0,0.4266666666666667
18883,37600.0,0.5199468085106383
18918,8550.0,0.5614035087719298
18941,20700.0,0.3671497584541063
18964,14900.0,0.2953020134228188
18987,9900.0,0.1717171717171717
19010,38400.0,0.5364583333333334
19033,17000.0,0.22941176470588234
19203,26000.0,0.41923076923076924
19212,22000.0,0.5681818181818182
19221,10500.0,0.8117142857142857
19250,1319804.0,0.9629998090625578
19263,364318.0,0.6263758584533292
19276,85054.0,0.5309685611493874
19379,107010.0,0.10905522848331932
19410,21932.0,0.22893488965894584
19423,9225.0,0.34536585365853656
19480,16359.0,0.8978543920777554
19488,15569.0,0.9011497205986255
19500,17499.0,0.868678210183439
19507,11475.0,0.8579520697167756
19515,14645.0,0.7410037555479686
19523,18619.0,1.0
19530,19873.0,0.7395461178483369
19537,5118.0,0.3417350527549824
19563,11633.0,0.8989942405226511
19571,20037.0,0.8121974347457204
19579,8525.0,0.7840469208211144
19586,10778.0,0.9255891631100389
19597,6914.0,0.7918715649407
19613,17160.0,0.8664918414918414
19619,20066.0,0.8223362902422008
19626,10590.0,0.4400377714825307
19633,16829.0,0.7636223186166736
19646,4127.0,0.9159195541555609
19653,29043.0,0.8019144027820817
19660,4415.0,0.6455266138165345
19668,6786.0,1.0
19680,16353.0,0.852626429401333
19688,16342.0,0.9465181740301065
19693,6570.0,0.47366818873668187
19700,45978.0,0.9812954021488538
19708,16709.0,1.0
19716,10796.0,0.81233790292701
19730,6002.0,0.9865044985004998
19738,15178.0,0.9912373171695875
19746,24737.0,0.9893681529692364
19753,8169.0,0.782959970620639
20160,12103.0,1.0
20173,40194.0,0.8997113997113997
20182,9968.0,1.0
20190,13504.0,0.9557168246445498
20198,24993.0,0.9561477213619813
20256,4989.0,0.10022048506714773
20263,4087.0,0.15121115732811352
20309,4366.0,0.06871278057718735
21034,15000000.0,0.3
21251,50340.0,0.576082638061184
21262,7800.0,0.41025641025641024
21270,129000.0,0.872093023255814
21276,20842.0,0.6082429709240956
21282,138415.0,0.8776794422569808
21288,10000.0,1.0
21608,6480.0,0.5555555555555556
21677,563764.5,1.0
21769,578744.0,0.2187150104363933
21852,14949.0,0.3016924208977189
21868,4026.0,0.550173869846001
21885,68822.0,0.41874691232454736
21897,56631.0,0.14534442266603098
21917,21178.0,0.8716592690527907
21929,10244.0,0.6082584927762593
21939,21091.0,0.33421838698971124
21948,13719.0,0.5779575770828778
21951,39249.0,0.8815511223215878
21957,2890.0,0.7868512110726643
21960,5923.0,0.9918959986493331
21966,3721.0,0.9674818597151303
21971,2661.0,0.8680947012401353
21983,5317.0,0.6808350573631747
21992,5230.0,0.7797323135755259
21996,7072.0,0.7894513574660633
22002,26018.0,0.9730955492351449
22009,4627.0,1.0
22014,1804.0,0.549889135254989
22021,10484.0,0.7783288821060664
22026,8201.0,0.37946591879039143
22031,9499.0,0.9285187914517318
22034,5010.0,0.8534930139720559
22041,7298.0,0.4749246368868183
22046,7472.0,0.567585653104925
22053,3073.0,0.6755613407094045
22062,1519.0,1.0
22068,3279.0,0.8035986581274779
22074,6188.0,0.5360374919198448
22079,9014.0,0.7923230530286222
22081,7327.0,0.7110686501978982
22090,23585.0,0.5135891456434174
22092,10535.0,0.7496915045087803
22094,15897.0,1.0
22097,7783.0,0.6090196582294745
22106,12946.0,0.5020855862814769
22108,9294.0,0.9683666881859264
22113,3851.0,0.715917943391327
22127,2722.0,0.8809698750918442
22133,8351.0,0.8134355167045862
22140,15274.0,0.8409061149666099
22147,8940.0,0.25
22159,10667.0,0.8505671697759445
22166,2600.0,0.9076923076923077
22173,15987.0,0.5379370738725214
22180,4093.0,1.0
22183,17798.0,0.6054612877851444
22190,4289.0,0.8006528328281651
22195,3834.0,0.6773604590505999
22202,2810.0,0.6441281138790036
22211,2047.0,0.7547630679042501
22218,7700.0,0.5194805194805194
22225,5879.0,0.5722061575097805
22233,1865.0,0.8289544235924933
22243,2640.0,0.5871212121212122
22254,3203.0,0.44021230096784264
22261,16637.0,0.8294764681132416
22275,4883.0,0.38705713700593897
22282,12358.0,0.6748664832497168
22289,13788.0,0.5279228314476356
22296,14829.0,0.5112279991907749
22303,12353.0,0.5707115680401522
22310,8709.0,0.3162245952462969
22317,21141.0,0.18211059079513742
22324,188276.0,0.4599949011026366
22326,19759.0,0.7338428058100106
22331,234628.0,0.3004756465553983
22342,18313.0,0.9855840113580516
22349,16179.0,0.8737251993324681
22353,5942.0,0.837428475260855
22360,12719.0,0.8455067222265902
22367,7128.0,0.9932659932659933
22373,2519.0,0.8618499404525606
22379,5454.0,0.8744041070773744
22386,16583.0,1.0
22393,18976.0,0.6073988195615514
22399,5560.0,0.42787769784172663
22406,18245.0,1.0
22413,4036.0,0.9955401387512388
22420,7388.0,1.0
22426,6651.0,0.8514509096376485
22433,7446.0,0.935535858178888
22440,11066.0,0.8191758539671065
22446,7376.0,0.9151301518438177
22458,15567.0,1.0
22469,3142.0,0.5802036919159771
22476,7485.0,0.6414161656646626
22483,7736.0,0.45049120992761116
22490,4607.0,1.0
22497,5313.0,0.9104084321475626
22503,7255.0,1.0
22510,4302.0,0.798465829846583
22517,2134.0,0.8083411433926898
22523,11220.0,1.0
22527,21375.0,1.0
22532,7818.0,0.9866973650550013
22539,9223.0,0.5957931258809498
22546,14534.0,0.8820696298334939
22553,4332.0,0.7617728531855956
22560,8687.0,0.9530332681017613
22562,5902.0,0.8085394781430024
22569,2564.0,0.6914976599063962
22575,6739.0,0.9974773705297522
22582,1885.0,0.8159151193633952
22588,8823.0,0.9584041709169216
22595,7567.0,0.6977666182106516
22602,12355.0,1.0
22608,5605.0,1.0
22619,1664.0,1.0
22626,18428.0,0.9969611460820491
22633,7823.0,0.14061101879074525
22645,6852.0,0.7510215995329831
22652,13174.0,0.9488386215272506
22670,6963.0,0.8525061036909378
22676,10541.0,0.4544160895550707
22681,4755.0,0.025236593059936908
22736,5144.0,0.08164852255054432
22750,10949.0,0.6450817426248973
22757,8896.0,0.6999775179856115
22803,4184.0,0.2222753346080306
22843,9695.0,0.04858174316658071
22856,157833.0,0.10327371335525524
22929,3312.0,0.036231884057971016
23068,6478.0,0.4780796542142637
23098,3083.0,0.7654881608822576
23124,2704.0,0.28846153846153844
23132,3137.0,0.09563277016257571
23220,1730.0,0.0953757225433526
23245,1849.0,0.5056787452677123
23277,2651.0,0.5145228215767634
23307,7388.0,0.2517596101786681
23330,2924.0,0.23426812585499315
23342,4586.0,0.17989533362407326
23388,8589.0,0.8131330771917569
23397,635759.0,0.9275794758705735
23667,12231.0,0.6902133922001472
23683,1703482.0,0.7351000010566593
24293,6449.0,1.0
24318,15894.0,0.15068579338115012
24328,57211.0,0.593609620527521
24335,9684.0,0.5503923998347791
24344,3050.0,0.9836065573770492
24352,2314.0,0.09334485738980121
24530,5673409.0,0.3035324969520089
24545,6119322.0,0.9735534426853171
24555,6500000.0,0.36279246153846156
24747,7411.0,0.14384023748481986
24775,5801.0,0.034476814342354764
24791,44169.0,0.5730263306844167
24799,21754.0,0.9193711501333088
24818,4056.0,0.6245069033530573
24825,2880.0,0.9340277777777778
24827,31270.0,0.929325231851615
24829,20693.0,0.9073116512830426
24831,4604.0,0.45612510860121636
24833,3544.0,1.0
24837,4801.0,1.0
24842,2849.0,1.0
24844,6895.0,0.9995649021029732
24849,23141.0,0.7913227604684326
24853,7209.0,0.9900124843945068
24861,19340.0,0.9048603929679421
24863,13305.0,0.6794438181134912
24868,6348.0,0.9566792690611217
24874,24110.0,0.866860223973455
24876,4416.0,0.8485054347826086
24878,18037.0,0.8314021178688252
24885,11101.0,0.8174939194667147
24887,7992.0,0.9532032032032032
24891,4269.0,0.9088779573670649
24893,4964.0,0.5862207896857373
24898,9178.0,0.9479189365874918
